Artist and Title,Artist,Title,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre,id,href,isrc,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Lost Frequencies - Don't Leave Me Now,Lost Frequencies,Don't Leave Me Now,135802031,27833,2020,Electronic/Dance,"['belgian edm', 'edm', 'pop dance', 'tropical house']",belgian edm,edm,pop dance,ffa5a069-d7f3-409c-8be6-4bc0deadb791,https://open.spotify.com/track/7JD624kzfc6wCWRpJ8ndTL,NLF712007380,0.0258,0.671,0.752,0,6,0.112,-6.806,0,0.0304,124.998,0.717
Naza - Joli bébé,Naza,Joli bébé,135474584,78326,2020,Rock,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock']",album rock,classic rock,glam metal,f5d17e8c-01c6-4bb8-bb5c-bae2019650a7,https://open.spotify.com/track/1J4oMIhWDUd9cI1urhEyjl,FRX762022181,0.586,0.689,0.623,0,1,0.103,-7.206,0,0.129,154.95,0.26
Giveon - Still Your Best,Giveon,Still Your Best,135404667,89685,2020,R&B/Soul,['r&b'],r&b,Unknown,Unknown,04f6f546-dc7f-48e9-8c90-7659d5ef85c4,https://open.spotify.com/track/6qvtoU0gbkaOcTx6mnVDgV,USSM12005368,0.481,0.535,0.406,0,3,0.144,-7.681,0,0.0654,113.467,0.217
Leebrian - No Fue,Leebrian,No Fue,135344241,80784,2020,Hip-Hop/Rap,"['trap latino', 'urbano latino']",trap latino,urbano latino,Unknown,651040a2-1a6b-4d91-83ff-1fc8cbcbef63,https://open.spotify.com/track/3b2STpVG1wHiZJ7u6hvmoR,QM4TX2003602,0.51,0.74,0.557,0.000554,0,0.142,-5.633,0,0.404,183.743,0.661
NIKI - Lose,NIKI,Lose,135162699,55115,2020,R&B/Soul,['indonesian r&b'],indonesian r&b,Unknown,Unknown,435916ea-5ffe-4852-aca5-937f795a063e,https://open.spotify.com/track/530l1XggFTVKZIM3khE10r,ZZOPM2002945,0.849,0.39,0.316,0,0,0.124,-8.13,1,0.0294,133.51,0.221
Os Barões Da Pisadinha - Amor da Despedida,Os Barões Da Pisadinha,Amor da Despedida,135000008,22260,2020,World/Traditional,"['agronejo', 'arrocha', 'forro', 'piseiro', 'sertanejo universitario']",agronejo,arrocha,forro,940b7578-6571-40ba-ab9c-3f7872c16dec,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI,BXDW72000078,0.324,0.533,0.915,0,3,0.0891,-2.337,0,0.047,167.927,0.967
LA Vision - Hollywood,LA Vision,Hollywood,134978295,31727,2020,,,,,,838f1e9d-4207-43cf-bb63-b3a24157e17b,https://open.spotify.com/track/1XdMp6v9Q3N80WnKSbGfl4,ITL012000025,0.00851,0.744,0.793,0.000231,7,0.363,-6.02,0,0.0291,116,0.325
Rocco Hunt - A Un Passo Dalla Luna,Rocco Hunt,A Un Passo Dalla Luna,134732906,39180,2020,Pop,"['italian adult pop', 'italian hip hop', 'italian pop', 'pop virale italiano', 'rap napoletano']",italian adult pop,italian hip hop,italian pop,8c0e56ed-5bc5-4dfa-8936-34c9f9abf0b0,https://open.spotify.com/track/3YNcQUeVOpM3SDmwBeGfMK,ITB002000362,0.39,0.755,0.78,0,10,0.34,-5.324,1,0.0429,121.97,0.897
Britney Spears - Make Me...,Britney Spears,Make Me...,134347882,10005,2020,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown,a9155465-c4ae-4f1f-86c7-b7a19f387db6,https://open.spotify.com/track/7JGoiIouGqreRXOrHFAIyr,USRC11601072,0.161,0.697,0.695,0,7,0.221,-6.631,0,0.112,123.001,0.588
Pop Smoke - Mannequin,Pop Smoke,Mannequin,134308770,43282,2020,Hip-Hop/Rap,"['brooklyn drill', 'hip hop', 'rap']",brooklyn drill,hip hop,rap,,,,,,,,,,,,,,
Moneybagg Yo - Said Sum,Moneybagg Yo,Said Sum,133888768,50801,2020,Hip-Hop/Rap,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",memphis hip hop,rap,southern hip hop,8ba6048b-c772-4a37-bc9e-fb04e59837f4,https://open.spotify.com/track/7HbnX1fxCAoPa7nRVFSEFW,USUM72017281,0.0168,0.913,0.625,0,10,0.125,-6.901,0,0.334,126.915,0.298
Junior H - Jueves 10,Junior H,Jueves 10,133757394,53265,2020,World/Traditional,"['country', 'country rock', 'outlaw country']",country,country rock,outlaw country,619c0951-b459-42b7-b373-9345329efd39,https://open.spotify.com/track/7KoyXL9zghiNpXkb5iVDyj,QM4TX2032051,0.305,0.614,0.56,4.99e-06,4,0.106,-7.68,0,0.0378,155.293,0.538
GFRIEND - MAGO,GFRIEND,MAGO,133746981,71692,2020,Pop,"['k-pop', 'k-pop girl group']",k-pop,k-pop girl group,Unknown,9f4acfdb-6b33-4fba-9c6a-eda3a3d9bac7,https://open.spotify.com/track/49EywdY1mHFj27OY7U8Y2d,KRA382006219,0.00623,0.623,0.824,0.000933,6,0.145,-3.656,0,0.0384,120.035,0.658
Quinn XCII - Stacy,Quinn XCII,Stacy,133741482,24564,2020,Pop,['indie pop rap'],indie pop rap,Unknown,Unknown,4ad0d574-95cb-4873-8270-71686538478d,https://open.spotify.com/track/07ZQLYn9x4x3L3vxStc1zr,USSM11903856,0.0858,0.744,0.556,0,8,0.1,-6.97,1,0.0375,105.006,0.505
Eric Land - Cidade Inteira,Eric Land,Cidade Inteira,133591621,14822,2020,World/Traditional,['forro'],forro,Unknown,Unknown,0e473890-ab78-4963-aabd-a0ffdaa4edf5,https://open.spotify.com/track/5ux7TnBawa7NMWbteYHKH2,BRZAW2000001,0.608,0.568,0.903,0,7,0.132,-3.293,1,0.0375,168.02,0.959
Alberto Y Roberto - Loco Tu Forma De Ser,Alberto Y Roberto,Loco Tu Forma De Ser,133472044,53903,2020,World/Traditional,['grupera'],grupera,Unknown,Unknown,1008c9ef-6c73-49cb-962f-c76e788dd768,https://open.spotify.com/track/7aBemWBoXLlck9VJECqfVx,MXUM70803035,0.672,0.775,0.657,0,8,0.0591,-6.997,1,0.0423,139.985,0.913
Bad Bunny - MÁS DE UNA CITA,Bad Bunny,MÁS DE UNA CITA,133420012,23272,2020,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino,ed16f405-363b-4cd6-a7df-0f803eaf9839,https://open.spotify.com/track/4EJHKSnHENfjOxXWryyNtL,QM6N22010806,0.0122,0.865,0.5,7.73e-05,5,0.098,-10.805,1,0.0861,92.976,0.317
Gazzelle - Destri,Gazzelle,Destri,133404165,63914,2020,Pop,"['italian adult pop', 'italian pop', 'rome indie']",italian adult pop,italian pop,rome indie,,,,,,,,,,,,,,
Nathan Dawe - Lighter,Nathan Dawe,Lighter,133288634,12597,2020,Pop,"['pop dance', 'uk dance']",pop dance,uk dance,Unknown,1e27a4b0-e015-4b3a-b6a3-9d53596c65ac,https://open.spotify.com/track/5lWUeSYO61UYgNlFlqcwYl,GBAHS2000622,0.0214,0.703,0.837,4.45e-05,8,0.104,-3.606,1,0.0395,124.953,0.356
Kari Jobe - The Blessing,Kari Jobe,The Blessing,133165464,74008,2020,Other,"['ccm', 'christian alternative rock', 'christian music', 'worship']",ccm,christian alternative rock,christian music,52aaaa73-bd0f-4ac3-8b99-ec84ae237b46,https://open.spotify.com/track/2elEVvWjPZltkotzcCwKvM,USUG12000976,0.0414,0.409,0.562,0,11,0.222,-8.152,1,0.0362,140.015,0.197
Pop Smoke - Aim For The Moon,Pop Smoke,Aim For The Moon,133123283,20453,2020,Hip-Hop/Rap,"['brooklyn drill', 'hip hop', 'rap']",brooklyn drill,hip hop,rap,,,,,,,,,,,,,,
WhoHeem - Lets Link,WhoHeem,Lets Link,133087670,27192,2020,Hip-Hop/Rap,['viral rap'],viral rap,Unknown,Unknown,,,,,,,,,,,,,,
Eminem - Unaccommodating,Eminem,Unaccommodating,133025580,17262,2020,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap,9d3ca879-2973-4dc8-a446-cc1e8d819575,https://open.spotify.com/track/0q2vG0UVuy6ajjcpkQHdZM,USUM72000783,0.0169,0.852,0.752,0,1,0.394,-5.793,1,0.0597,89.95,0.389
Dadju - Grand bain,Dadju,Grand bain,133008207,59620,2020,Hip-Hop/Rap,"['french hip hop', 'pop urbaine', 'r&b francais']",french hip hop,pop urbaine,r&b francais,59a0e971-74eb-4130-9785-bb878a034efc,https://open.spotify.com/track/0W4MOQ2kTOm1y7ooahgQP1,FR9W12016024,0.88,0.63,0.393,0,1,0.0894,-10.762,1,0.183,145.051,0.166
21 Savage - Many Men,21 Savage,Many Men,133001230,72408,2020,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'rap']",atl hip hop,hip hop,rap,355bb8ea-7f6b-4853-ad4a-ace7bf589587,https://open.spotify.com/track/3CDVMejYHnB1SkEEx0T1N4,USSM12005340,0.000647,0.635,0.793,0.747,10,0.113,-4.333,0,0.0322,77.594,0.281
Camilo - El Mismo Aire,Camilo,El Mismo Aire,132850740,36601,2020,Pop,"['colombian pop', 'latin pop', 'latin viral pop', 'reggaeton colombiano']",colombian pop,latin pop,latin viral pop,abe10fa2-7f5b-47c2-a27a-9ee5aaff86d8,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS,USSD12000155,0.603,0.483,0.492,0,0,0.323,-6.591,0,0.295,144.511,0.66
Lukas Graham - Share That Love,Lukas Graham,Share That Love,132787935,15851,2020,Pop,"['danish pop', 'scandipop']",danish pop,scandipop,Unknown,2ec85591-3850-43ce-9f2e-6036edd3f9cd,https://open.spotify.com/track/44l9nnCVvOQBbWG6tDViKl,USWB12002076,0.162,0.715,0.658,0,11,0.0742,-4.304,0,0.106,158.024,0.795
Lee Brice - Soul,Lee Brice,Soul,132786787,53310,2020,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road,5cd38ded-9628-4833-9f6a-5c2ed6f6bcf6,https://open.spotify.com/track/32d8sQk2Q6zttnj80nBFMM,USCRB2200084,0.102,0.641,0.839,3.2e-06,11,0.16,-4.507,1,0.051,125.013,0.472
Jessi - NUNU NANA,Jessi,NUNU NANA,132705313,34096,2020,,,,,,ea0aff1c-1e13-4546-adb8-7f5bdf2c0390,https://open.spotify.com/track/2cUzIBGMvx2BZ2Q1fzjdl1,KRA382003117,0.0198,0.743,0.689,0,7,0.708,-2.846,1,0.0289,104.936,0.504
Bad Bunny - BENDICIONES,Bad Bunny,BENDICIONES,132519823,25474,2020,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino,303bcb38-da0a-4a9b-abbf-3a4600de7fc8,https://open.spotify.com/track/2CoMYp2uIKsT09nreEZnZn,QM6N22010811,0.0378,0.828,0.581,0,11,0.103,-9.909,1,0.0725,143.995,0.843
Jesse & Joy - Mañana Es Too Late,Jesse & Joy,Mañana Es Too Late,132460946,16039,2020,Pop,"['latin arena pop', 'latin pop', 'mexican pop']",latin arena pop,latin pop,mexican pop,258688af-23f9-4d73-aea9-16498befa084,https://open.spotify.com/track/7ckO8bTkYT5YzwzwnZ6v5a,USWL11900092,0.267,0.797,0.78,0,11,0.335,-3.292,0,0.0937,92.004,0.878
Tyla Yaweh - High Right Now,Tyla Yaweh,High Right Now,132358394,23086,2020,Hip-Hop/Rap,"['cali rap', 'melodic rap']",cali rap,melodic rap,Unknown,5b9642df-2edb-4b11-a5a3-1a46dea939e8,https://open.spotify.com/track/5DPASDOoVakOcD8EIhb46T,USSM12000392,0.0127,0.737,0.548,9.76e-06,4,0.176,-7.003,0,0.0498,160.058,0.156
Anuel AA - Jangueo,Anuel AA,Jangueo,132321938,30442,2020,World/Traditional,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",reggaeton,reggaeton flow,trap boricua,f7374f34-7b5a-48b8-8dec-0907be846be5,https://open.spotify.com/track/7KKh0ujp8agIiCrkiJhf81,QM6N22075486,0.396,0.863,0.728,9.14e-06,7,0.0902,-2.954,1,0.0586,93.035,0.649
Lil Skies - Havin My Way,Lil Skies,Havin My Way,132278945,19433,2020,Hip-Hop/Rap,['melodic rap'],melodic rap,Unknown,Unknown,231429b3-9687-42b7-a190-05e5665a2419,https://open.spotify.com/track/3TcKJZF01kCz0yyadk3gsI,USAT22000426,0.275,0.802,0.737,0,6,0.113,-4.862,0,0.0757,127.013,0.712
The Weeknd - Missed You,The Weeknd,Missed You,132256950,29461,2020,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop,da5b14cc-086a-40f0-a037-93e17b9cbafc,https://open.spotify.com/track/5SGEPm9ge10bD4j3ec9UHV,USUG11904289,0.115,0.689,0.374,0.000132,5,0.111,-10.038,0,0.0851,151.98,0.321
Alec Benjamin - Must Have Been The Wind,Alec Benjamin,Must Have Been The Wind,132256006,40716,2020,Hip-Hop/Rap,"['alt z', 'pop', 'pov: indie']",alt z,pop,pov: indie,9c3d301d-98e6-46bf-ac60-ac221397ce87,https://open.spotify.com/track/6lERHAmBCZmgODv3OYENXi,USAT21903478,0.784,0.653,0.644,0.000202,7,0.161,-6.204,1,0.0572,88.968,0.363
AJ Tracey - Dinner Guest,AJ Tracey,Dinner Guest,132221185,21406,2020,Hip-Hop/Rap,"['grime', 'uk hip hop', 'ukg revival']",grime,uk hip hop,ukg revival,f0ecc8fe-72b6-49af-a50d-1b7ee98ddbdc,https://open.spotify.com/track/0pMt7yNoZTu1gQByxkXaMu,UKQNW2000001,0.128,0.873,0.635,0,3,0.187,-7.488,0,0.296,108.039,0.481
Marca MP - Mil Gracias Por Existir,Marca MP,Mil Gracias Por Existir,132158116,35864,2020,World/Traditional,"['corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']",corrido,corridos tumbados,musica mexicana,64811dff-5e86-4108-bb3f-2ff0d37a3c54,https://open.spotify.com/track/1HAvMItHMFRlnrbOXZBL8X,QZFZ52008256,0.737,0.552,0.263,0,0,0.491,-6.827,1,0.0454,130.698,0.858
LUM!X - The Passenger (LaLaLa) [feat. MOKABY],LUM!X,The Passenger (LaLaLa) [feat. MOKABY],132040210,17888,2020,Hip-Hop/Rap,"['melbourne bounce international', 'slap house']",melbourne bounce international,slap house,Unknown,62cfe803-bddd-4c5e-b061-0af965b7f200,https://open.spotify.com/track/2A0CxheiQGQdCiKtOR7jMP,NLZ541901910,0.0609,0.673,0.771,0.000277,0,0.209,-6.178,0,0.137,125.061,0.687
City Girls - Kitty Talk,City Girls,Kitty Talk,132002931,24108,2020,Hip-Hop/Rap,"['scam rap', 'trap queen']",scam rap,trap queen,Unknown,26862912-3d50-48ad-a5de-01bde2c82d11,https://open.spotify.com/track/4n4yWZbhlyHrgFs9ztg21K,USUG12001673,0.00203,0.95,0.603,2.58e-06,1,0.175,-5.083,1,0.12,99.019,0.312
Selena Gomez - Boyfriend,Selena Gomez,Boyfriend,131888673,12193,2020,Pop,"['pop', 'post-teen pop']",pop,post-teen pop,Unknown,4c998c1c-27a7-41d1-b499-d80e4873903d,https://open.spotify.com/track/4QnC1bIaMSfDQvF4XDhV5M,USUM72002989,0.218,0.811,0.512,0.0262,2,0.0767,-6.381,1,0.17,92.047,0.346
Jonasu - Black Magic,Jonasu,Black Magic,131823146,29734,2020,Electronic/Dance,"['dutch edm', 'uk dance']",dutch edm,uk dance,Unknown,10f7d86f-565c-454b-841b-0ef71f2cfcd7,https://open.spotify.com/track/7zx1i0jGcFwMBurajgKlO7,GBSXS2000241,0.0564,0.812,0.634,0,8,0.276,-4.96,1,0.163,124.074,0.463
Declan J Donovan - Perfectly Imperfect,Declan J Donovan,Perfectly Imperfect,131761419,25619,2020,Pop,['uk pop'],uk pop,Unknown,Unknown,2c489f1b-129a-474a-8c29-61f69d315aa3,https://open.spotify.com/track/6TbkMxKZudkP6Sty7rkLU9,DEE862001809,0.649,0.698,0.367,0,2,0.119,-5.811,1,0.0329,104.853,0.246
La Adictiva - Escondidos,La Adictiva,Escondidos,131752215,76243,2020,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno,,,,,,,,,,,,,,
$uicideboy$ - Putrid Pride,$uicideboy$,Putrid Pride,131280182,70080,2020,Hip-Hop/Rap,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",cloud rap,dark trap,new orleans rap,74d244e4-0e9b-4948-8377-d200dfe2d875,https://open.spotify.com/track/4x3vJJYSW9fZWIubv5mmww,QZAPK1900015,0.197,0.903,0.643,0,10,0.111,-5.669,0,0.0925,110.003,0.224
Yves V - Not So Bad,Yves V,Not So Bad,131194255,60278,2020,Electronic/Dance,"['belgian edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'slap house']",belgian edm,dutch house,edm,bc684efb-3e89-4b74-9a7f-8e5f8edd76fb,https://open.spotify.com/track/1XFHbzTikXks9CsMq4v8Q3,NLZ541902005,0.00903,0.74,0.674,0.238,11,0.154,-4.374,1,0.0476,126.017,0.231
Bad Bunny - P FKN R,Bad Bunny,P FKN R,131111987,27570,2020,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino,0b8f0be7-e914-4b3a-870b-ca5b04bbb09a,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi,QM4TX2030969,0.409,0.82,0.635,0,5,0.244,-5.749,0,0.0772,101.024,0.528
Khalid - Eleven,Khalid,Eleven,130847031,38582,2020,Pop,"['pop', 'pop r&b']",pop,pop r&b,Unknown,bbdd3a17-410e-47f3-a817-fa3480a18364,https://open.spotify.com/track/18O00Y7yrkJ0pRXm1n21Og,USRC12000726,0.133,0.679,0.408,0.00455,4,0.23,-9.754,0,0.0882,129.079,0.151
Conan Gray - The Cut That Always Bleeds,Conan Gray,The Cut That Always Bleeds,130745517,217300,2020,Pop,"['bedroom pop', 'pop', 'pov: indie']",bedroom pop,pop,pov: indie,c4a3c165-cc72-4f8e-ba80-ba8c171ab2b6,https://open.spotify.com/track/7wTqEW5nrMhvyEhEyTnOMd,USUM71924260,0.59,0.489,0.413,0,0,0.0639,-6.499,1,0.0314,136.116,0.246
Lil Uzi Vert - Bean (Kobe) [feat. Chief Keef],Lil Uzi Vert,Bean (Kobe) [feat. Chief Keef],130714356,36089,2020,Hip-Hop/Rap,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",hip hop,melodic rap,philly rap,,,,,,,,,,,,,,
MC Hariel - Ilusão (Cracolândia),MC Hariel,Ilusão (Cracolândia),130664230,56870,2020,Hip-Hop/Rap,"['funk carioca', 'funk consciente', 'funk paulista']",funk carioca,funk consciente,funk paulista,b86ded42-ebdf-40a5-9023-aa8f1c0b02ef,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif,BXG6R2001288,0.112,0.628,0.624,0,9,0.197,-7.968,0,0.254,159.646,0.47
Future - Too Comfortable,Future,Too Comfortable,130646896,104247,2020,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",atl hip hop,hip hop,rap,4cb31e7f-2f93-4c10-9b3c-d34b52d187c0,https://open.spotify.com/track/0biVzpdI2z0vAxwfU9xuuA,USSM12002497,0.0455,0.935,0.472,0,3,0.19,-9.304,0,0.0575,130.041,0.659
Eminem - Gnat,Eminem,Gnat,130635601,26293,2020,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap,ba81e741-8a57-4441-b0cb-bfa7c56d836e,https://open.spotify.com/track/6cS9PmLky2NhLOhpIsUlow,USUM72024265,0.248,0.835,0.869,0,10,0.462,-4.582,0,0.27,140.945,0.82
Barbara Pravi - Voilà,Barbara Pravi,Voilà,130396407,161031,2020,Pop,['nouvelle chanson francaise'],nouvelle chanson francaise,Unknown,Unknown,,,,,,,,,,,,,,
Arijit Singh - Thodi Jagah,Arijit Singh,Thodi Jagah,130029840,205643,2020,World/Traditional,"['filmi', 'modern bollywood']",filmi,modern bollywood,Unknown,48372814-4e77-45fd-b5ac-e9e4116852ef,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r,INS181905108,0.632,0.621,0.467,0,0,0.0888,-4.835,0,0.0273,107.164,0.227
Álvaro De Luna - Juramento eterno de sal,Álvaro De Luna,Juramento eterno de sal,129994899,39681,2020,Pop,['spanish pop'],spanish pop,Unknown,Unknown,999c9e37-5a74-485c-820d-8187d3577616,https://open.spotify.com/track/0tu5F0rmLZYIdUMEvfRXAo,ES5152001096,0.0225,0.631,0.594,1.91e-06,2,0.351,-5.727,1,0.0581,129.991,0.716
Ryokuoushoku Shakai - Mela!,Ryokuoushoku Shakai,Mela!,129769487,65931,2020,Pop,['j-pop'],j-pop,Unknown,Unknown,903db4b7-833b-4f56-a69e-d0d6e86278fd,https://open.spotify.com/track/6IO5nn84TKArsi3cjpIqaD,JPU902000634,0.0439,0.619,0.941,1.73e-05,8,0.318,-1.618,1,0.0584,137.967,0.624
Dua Lipa - Boys Will Be Boys,Dua Lipa,Boys Will Be Boys,129495938,23953,2020,Pop,"['dance pop', 'pop', 'uk pop']",dance pop,pop,uk pop,900d7cf6-eda0-41f2-a88b-51274fa00c97,https://open.spotify.com/track/0vQcyuMEfRBd21ojZ62N2L,GBAHT1901307,0.408,0.768,0.486,0,3,0.098,-5.954,1,0.0353,125.021,0.519
LANY - if this is the last time,LANY,if this is the last time,128798279,41726,2020,Pop,"['la pop', 'opm']",la pop,opm,Unknown,d5a7885b-b45c-4956-9198-fe2d2eaa606c,https://open.spotify.com/track/3bsRMvQja4huvPWo1S5ONc,GBUM72003217,0.0171,0.566,0.586,0,11,0.202,-7.726,1,0.0372,147.942,0.428
Mac Miller - Hand Me Downs,Mac Miller,Hand Me Downs,128763494,43336,2020,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'rap']",hip hop,pittsburgh rap,rap,3bfc3e37-d0ec-4387-b83b-eaefb7e3564f,https://open.spotify.com/track/2Yv2mHzr5AQavVdwQjEokV,USWB11801014,0.474,0.677,0.33,0.000871,2,0.064,-11.198,1,0.149,68.985,0.336
The Neighbourhood - Devil's Advocate,The Neighbourhood,Devil's Advocate,128600026,65259,2020,Rock,"['modern alternative rock', 'modern rock', 'pop']",modern alternative rock,modern rock,pop,285af370-18a5-49bc-b71c-149b5a66ed20,https://open.spotify.com/track/4XfI7M5gLwEY84gYiH4RDD,USSM12003781,0.0321,0.662,0.681,0.139,11,0.508,-8.152,0,0.0315,98.004,0.864
Anuel AA - Fútbol & Rumba,Anuel AA,Fútbol & Rumba,128435347,14769,2020,World/Traditional,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",reggaeton,reggaeton flow,trap boricua,dd81c761-2b53-4167-a786-2cc140e474a3,https://open.spotify.com/track/2hDe0Ls5mVqs1XJqv7sbcM,QM4TX2084354,0.397,0.735,0.916,2.91e-06,2,0.0918,-2.082,1,0.117,167.994,0.691
Mc Jacaré - Comprei um Lança,Mc Jacaré,Comprei um Lança,128434098,48833,2020,World/Traditional,"['arrochadeira', 'deboxe', 'funk 150 bpm', 'funk mtg', 'funk rj', 'trap funk']",arrochadeira,deboxe,funk 150 bpm,ec3ee656-901f-4909-8bc5-6c8cfe418662,https://open.spotify.com/track/5WnhHS07vDSPJIRo2pteyF,BCMNK2000045,0.0108,0.81,0.913,5.17e-05,0,0.0575,-4.551,1,0.188,104.052,0.468
Dalex - Mejor,Dalex,Mejor,128240819,16241,2020,R&B/Soul,"['r&b en espanol', 'reggaeton', 'trap latino', 'urbano latino']",r&b en espanol,reggaeton,trap latino,abbd157d-8c01-40f8-9a55-fab4c4b0c5f8,https://open.spotify.com/track/6C1jKbkCUgFws7M0M4oGCB,QM9WM2000002,0.185,0.524,0.577,0,2,0.103,-4.501,1,0.18,175.396,0.19
1nonly - Bunny Girl,1nonly,Bunny Girl,128153332,44644,2020,Hip-Hop/Rap,['aesthetic rap'],aesthetic rap,Unknown,Unknown,5c629673-b1c5-49b1-ae4f-80aaeb2bc975,https://open.spotify.com/track/1E2cKUfD9XeVCg4dzrg86J,CAENV2091175,0.237,0.734,0.738,0,8,0.209,-7.34,0,0.208,95.069,0.492
tobi lou - 2hrs,tobi lou,2hrs,127614497,13597,2020,Hip-Hop/Rap,"['chicago rap', 'indie hip hop', 'indie r&b']",chicago rap,indie hip hop,indie r&b,247e73cc-471d-46dd-99c6-7cdfe98ca6b5,https://open.spotify.com/track/0dGe86ljF6Xi19IxYc7aBn,USUYG1345244,0.362,0.844,0.424,0.00108,2,0.589,-8.365,1,0.0836,111.226,0.434
Giveon - Favorite Mistake,Giveon,Favorite Mistake,127518121,54074,2020,R&B/Soul,['r&b'],r&b,Unknown,Unknown,6e2bdf13-4574-4601-a0ca-660f40e26fe5,https://open.spotify.com/track/3RVPyPf55ceoDjsshTWG1a,USSM12001674,0.754,0.651,0.412,0,10,0.129,-9.517,1,0.0552,84.975,0.136
Playboi Carti - On That Time,Playboi Carti,On That Time,127412243,86219,2020,Hip-Hop/Rap,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",atl hip hop,plugg,pluggnb,d5e8fa11-39a0-4c8e-a7af-eef1a3e5f44c,https://open.spotify.com/track/3dl8bSF08LQfCf4T6CCksf,USUM72024695,0.00584,0.598,0.476,0,0,0.265,-3.673,1,0.0333,150.078,0.0545
Hatik - Angela,Hatik,Angela,127165987,46304,2020,Hip-Hop/Rap,"['french hip hop', 'pop urbaine', 'r&b francais']",french hip hop,pop urbaine,r&b francais,,,,,,,,,,,,,,
R3HAB - Creep,R3HAB,Creep,127142828,13257,2020,Electronic/Dance,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",dutch house,edm,electro house,,,,,,,,,,,,,,
EVERGLOW - LA DI DA,EVERGLOW,LA DI DA,127091472,39890,2020,Pop,"['k-pop', 'k-pop girl group']",k-pop,k-pop girl group,Unknown,8ccaf42b-50af-4583-a01c-f489eb861761,https://open.spotify.com/track/6mIjJONoUMvGPT9Kzrab3L,KRMIM2026011,0.00108,0.477,0.85,0,3,0.0675,-1.486,0,0.0911,163.845,0.601
BTS - Interlude : Shadow,BTS,Interlude : Shadow,127066293,22507,2020,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo,b6949957-7eb0-420f-89aa-7699626108bc,https://open.spotify.com/track/7om4LRoSct9hiMPo0fPn7m,QM4TX2001944,0.115,0.384,0.798,0,9,0.181,-6.439,0,0.434,149.854,0.146
Glass Animals - Tangerine,Glass Animals,Tangerine,126865403,63626,2020,Indie/Alternative,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",gauze pop,indietronica,modern rock,1b5f2e93-c760-4821-9437-d575fba906d7,https://open.spotify.com/track/40rOlDoGejXXF4B0BYsjx8,GBUM72000428,0.114,0.845,0.583,0.000536,9,0.1,-5.948,0,0.0773,149.941,0.842
Bruno & Marrone - Último Beijo,Bruno & Marrone,Último Beijo,126840153,16125,2020,World/Traditional,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",sertanejo,sertanejo pop,sertanejo universitario,a4fb5d67-5bea-436a-a49d-a031415e7a46,https://open.spotify.com/track/56kClQGx58w4meMz1JwQvB,BRWOS2000017,0.528,0.582,0.899,0,5,0.247,-3.531,1,0.143,156.621,0.612
