Artist and Title,Artist,Title,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre,id,href,isrc,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Lil Uzi Vert - Money Longer,Lil Uzi Vert,Money Longer,674974379,187963,2016,Hip-Hop/Rap,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",hip hop,melodic rap,philly rap,,,,,,,,,,,,,,
Sia - The Greatest,Sia,The Greatest,674042431,63841,2016,Pop,['musical advocacy'],musical advocacy,Unknown,Unknown,3a37087b-8e78-4436-93a8-31fc66fe79bb,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,USRC11601818,0.0174,0.639,0.785,0.00107,10,0.0512,-6.167,0,0.174,191.95,0.686
Rae Sremmurd - Swang,Rae Sremmurd,Swang,667431191,148652,2016,Hip-Hop/Rap,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",melodic rap,mississippi hip hop,pop rap,42cee78a-f9fa-44f0-ab93-885d4e1b8493,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,USUM71603303,0.2,0.681,0.314,9.82e-06,8,0.1,-9.319,1,0.0581,139.992,0.166
Enrique Iglesias - DUELE EL CORAZON,Enrique Iglesias,DUELE EL CORAZON,665885991,169165,2016,Pop,"['dance pop', 'latin pop', 'mexican pop']",dance pop,latin pop,mexican pop,93f9b4c2-faf5-4caa-a6fe-790f073c9046,https://open.spotify.com/track/5adqS3stLaSPAEOszOnpXG,USRC11600642,0.0904,0.72,0.909,0,8,0.137,-3.258,0,0.0952,91.022,0.877
Sebastian Yatra - Traicionera,Sebastian Yatra,Traicionera,660719736,126177,2016,Pop,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",colombian pop,latin pop,reggaeton,ecb05b0e-246a-4b55-8067-996320ee2950,https://open.spotify.com/track/4Ft0391aLVNtCPPseh98lp,USUM71605331,0.147,0.775,0.679,0,11,0.155,-4.985,1,0.0465,91,0.675
Two Feet - Go Fuck Yourself,Two Feet,Go Fuck Yourself,659581793,162410,2016,Pop,"['indie poptimism', 'modern rock']",indie poptimism,modern rock,Unknown,794a860e-c8c8-4426-bad5-586ecaeca96f,https://open.spotify.com/track/4NZrZgrRoR4GwR7flWOXRI,DEVF11600016,0.571,0.765,0.327,0.0479,6,0.0787,-8.029,1,0.277,74.931,0.292
Coldplay - Hymn for the Weekend,Coldplay,Hymn for the Weekend,658291303,55643,2016,Rock,"['permanent wave', 'pop']",permanent wave,pop,Unknown,b98a210f-c0b0-4e2a-b9c1-ebcd438e4733,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,GBAYE1500979,0.211,0.491,0.693,6.92e-06,0,0.325,-6.487,0,0.0377,90.027,0.412
FRENSHIP - Capsize,FRENSHIP,Capsize,653513264,67387,2016,Pop,"['electropop', 'indie poptimism', 'la pop']",electropop,indie poptimism,la pop,287040fc-6bb7-4cd1-b87f-15824ddea6b0,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,USSM11605173,0.0398,0.683,0.708,0.155,5,0.686,-6.244,0,0.0305,92.991,0.355
James TW - When You Love Someone,James TW,When You Love Someone,653334053,79547,2016,Pop,"['british singer-songwriter', 'uk pop']",british singer-songwriter,uk pop,Unknown,daf4ec9b-7d7f-417c-8a02-81645277534f,https://open.spotify.com/track/0TXNKTzawI6VgLoA9UauRp,USUM71600705,0.263,0.682,0.453,0,7,0.0543,-6.09,1,0.0278,125.773,0.348
Hailee Steinfeld - Love Myself,Hailee Steinfeld,Love Myself,650541793,77962,2016,Pop,['pop'],pop,Unknown,Unknown,9068c6f8-7cc5-4194-8e16-3b6f7826ba6c,https://open.spotify.com/track/36phXHOKx8rO7CMp2vNX4x,USUM71510716,0.0026,0.617,0.759,0,0,0.419,-6.785,0,0.0678,122.924,0.324
Lizzo - Good as Hell,Lizzo,Good as Hell,639167550,127263,2016,Hip-Hop/Rap,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",escape room,minnesota hip hop,pop,e76eabdd-7207-4221-bc6d-97220d1f7df2,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,USAT21906086,0.298,0.668,0.892,0,5,0.735,-3.001,0,0.0645,95.927,0.478
Jax Jones - You Don't Know Me,Jax Jones,You Don't Know Me,629483030,100307,2016,Pop,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance']",dance pop,edm,house,414fbbeb-17b1-4cf9-bf04-a961ee9837e5,https://open.spotify.com/track/4DJORZgsbqnEJ4f4B9TBGV,GBUM71606456,0.164,0.879,0.666,0,11,0.319,-6.082,0,0.145,123.975,0.671
Meghan Trainor - NO,Meghan Trainor,NO,626968272,199879,2016,Pop,"['hip pop', 'pop']",hip pop,pop,Unknown,63565aee-8e00-4fc3-b7ca-5c8c10c90f13,https://open.spotify.com/track/0l0CvurVUrr2w3Jj1hOVFc,USSM11600935,0.0124,0.557,0.803,1.61e-06,1,0.737,-3.599,0,0.213,92.134,0.657
Gente De Zona - La Gozadera,Gente De Zona,La Gozadera,626845610,199280,2016,Electronic/Dance,"['cubaton', 'electro latino', 'latin hip hop', 'latin pop', 'reparto']",cubaton,electro latino,latin hip hop,dbd641c8-39bf-4e91-b306-766600813f4e,https://open.spotify.com/track/0OMRAvrtLWE2TvcXorRiB9,USSD11500071,0.166,0.616,0.989,0,9,0.172,-1.698,0,0.0483,95.036,0.902
Vacations - Young,Vacations,Young,623259386,393525,2016,Indie/Alternative,"['newcastle nsw indie', 'pov: indie']",newcastle nsw indie,pov: indie,Unknown,8ed912f2-a589-400a-8446-153b5ff6a400,https://open.spotify.com/track/1KIJclzEbNhSVw8tiHPWwE,SEYOK1669274,0.00392,0.498,0.81,0.00717,7,0.0635,-4.065,1,0.0263,79.935,0.594
Ricky Martin - Vente Pa' Ca,Ricky Martin,Vente Pa' Ca,623016270,144747,2016,Pop,"['latin pop', 'mexican pop', 'puerto rican pop']",latin pop,mexican pop,puerto rican pop,ec2146d8-4408-4896-82da-e1cc09aa6d39,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,USSD11600252,0.00431,0.663,0.92,1.69e-05,11,0.101,-4.07,0,0.226,99.935,0.533
Childish Gambino - Me and Your Mama,Childish Gambino,Me and Your Mama,619581200,377238,2016,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'rap']",atl hip hop,hip hop,rap,5a372f94-2585-46f3-bccd-41b469bf3ece,https://open.spotify.com/track/0NkkbKSzQ50mAoSUbQpgLw,USYAH1600102,0.0106,0.543,0.442,0.0217,5,0.0657,-12.115,1,0.0356,117.999,0.233
Kanye West - Famous,Kanye West,Famous,618028555,134044,2016,Hip-Hop/Rap,"['chicago rap', 'hip hop', 'rap']",chicago rap,hip hop,rap,13ccab2c-1374-45ac-8756-9e86530ad58c,https://open.spotify.com/track/19a3JfW8BQwqHWUMbcqSx8,USUM71603020,0.0711,0.465,0.735,0,6,0.0975,-3.715,1,0.117,173.935,0.409
PARTYNEXTDOOR - Come and See Me,PARTYNEXTDOOR,Come and See Me,618008987,159232,2016,R&B/Soul,"['r&b', 'rap', 'urban contemporary']",r&b,rap,urban contemporary,4667cd5e-d007-4547-a3d2-28392162a7d9,https://open.spotify.com/track/6cEguiQecbXrFlsnMi2ysr,USWB11600360,0.0511,0.77,0.347,2.57e-06,2,0.087,-10.265,1,0.0623,84.957,0.0583
Chino & Nacho - Andas En Mi Cabeza,Chino & Nacho,Andas En Mi Cabeza,617423629,165063,2016,Hip-Hop/Rap,"['electro latino', 'latin hip hop', 'latin pop', 'urbano latino']",electro latino,latin hip hop,latin pop,afd962b8-89b4-4b51-ba94-5e4d088a0c64,https://open.spotify.com/track/23WI5V2eD4EyGKxSl7Pyeq,USUM71601293,0.0244,0.671,0.954,0,9,0.111,-1.87,1,0.13,104.114,0.556
The Chainsmokers - All We Know,The Chainsmokers,All We Know,608957735,93441,2016,Pop,['pop'],pop,Unknown,Unknown,ccf9b11b-8aa3-4496-a5ad-fce3f744ec01,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,USQX91602153,0.097,0.662,0.586,0.00272,0,0.115,-8.821,1,0.0307,90,0.296
Burak Yeter - Tuesday,Burak Yeter,Tuesday,603351971,125539,2016,Electronic/Dance,['electro house'],electro house,Unknown,Unknown,40e8bd2f-ec5a-4ec9-a760-4d891de00c63,https://open.spotify.com/track/7EVk9tRb6beJLTHrg6AkY9,GBKQU1650147,0.0156,0.841,0.639,0.0654,9,0.0545,-6.052,0,0.0688,99.002,0.675
Ricky Montgomery - Line Without a Hook,Ricky Montgomery,Line Without a Hook,596301277,349537,2016,Indie/Alternative,"['la indie', 'pop', 'pov: indie']",la indie,pop,pov: indie,51ff6550-ca97-456a-a86d-b23e3698d03b,https://open.spotify.com/track/5NvOZCjZaGGGL597exlQWv,USA2P1624696,0.262,0.432,0.652,0,8,0.258,-4.969,1,0.0285,190.028,0.507
Dean Lewis - Waves,Dean Lewis,Waves,588796231,164240,2016,Pop,"['australian pop', 'pop']",australian pop,pop,Unknown,665aa62a-3760-4dcd-b7c8-ca11e470c47d,https://open.spotify.com/track/6w8pFOKn42O418qwcQElZ3,AUUM71600906,0.184,0.519,0.731,0,11,0.0643,-7.192,0,0.0449,156.878,0.338
21 Savage - X,21 Savage,X,588704000,109776,2016,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'rap']",atl hip hop,hip hop,rap,16ba7b87-6ce1-45ed-9868-86a3e6b0183d,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,QZ45A1600041,0.373,0.835,0.413,0.00133,1,0.101,-9.81,1,0.396,149.004,0.111
Russ - What They Want,Russ,What They Want,579438785,147591,2016,,,,,,7744b905-5fe8-42f8-be4c-68535bdc026c,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv,USSM11606200,0.484,0.71,0.404,0,1,0.0953,-10.04,0,0.379,139.553,0.398
TV Girl - Cigarettes out the Window,TV Girl,Cigarettes out the Window,575052345,916372,2016,Indie/Alternative,['pov: indie'],pov: indie,Unknown,Unknown,19570b95-3b2c-40bd-8494-79f57db25548,https://open.spotify.com/track/6QeYSvYqYUsfBzsApbjDHO,USCGH1682129,0.12,0.625,0.659,0,0,0.17,-5.669,1,0.0337,113.551,0.594
BTS - Blood Sweat & Tears,BTS,Blood Sweat & Tears,573392223,136934,2016,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo,1adf6d38-56c4-4b20-bb26-a1edab4b70e9,https://open.spotify.com/track/2u54HNQamwFuOMLSuhSRom,KRA381601892,0.0244,0.584,0.885,0,0,0.357,-3.571,0,0.104,92.9,0.605
GoldLink - Crew,GoldLink,Crew,571196690,199747,2016,R&B/Soul,['alternative r&b'],alternative r&b,Unknown,Unknown,bd5b2eda-b3db-4480-8a8b-f9429818a3e4,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,USRC11602777,0.133,0.728,0.607,0,1,0.0864,-8.417,0,0.132,129.938,0.445
Marshmello - Alone,Marshmello,Alone,568393909,106672,2016,Electronic/Dance,"['brostep', 'edm', 'pop', 'progressive electro house']",brostep,edm,pop,b0d392c8-6df4-48c7-bd2c-7ec22273aa91,https://open.spotify.com/track/3MEYFivt6bilQ9q9mFWZ4g,CA6D21600147,0.0241,0.631,0.953,0.0155,2,0.108,-3.739,1,0.0343,141.99,0.422
J Balvin - Safari,J Balvin,Safari,567521081,115931,2016,World/Traditional,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",reggaeton,reggaeton colombiano,trap latino,e4675f90-b7a0-4172-8a66-37822a8a5d4e,https://open.spotify.com/track/456xBIOmLRoLzCvCzZrWge,USUM71604778,0.531,0.689,0.675,3.17e-06,0,0.115,-4.281,1,0.32,180.077,0.604
Astrid S - Hurts So Good,Astrid S,Hurts So Good,565624372,173740,2016,Hip-Hop/Rap,"['alt z', 'norwegian pop', 'pop', 'uk pop']",alt z,norwegian pop,pop,bb2b01a7-eb5f-4712-bb98-3f125234a9a0,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4,NOUM71600848,0.0774,0.672,0.625,0,7,0.0934,-5.068,0,0.0468,120.038,0.423
Daniel Caesar - Japanese Denim,Daniel Caesar,Japanese Denim,562099130,295504,2016,R&B/Soul,['canadian contemporary r&b'],canadian contemporary r&b,Unknown,Unknown,2f3ddd38-5967-40f1-aee1-2a3ac7bb975b,https://open.spotify.com/track/7IVukH71OXfAu3KudrrizN,TCACR1690007,0.13,0.721,0.227,6.11e-06,3,0.0748,-8.293,1,0.0377,124.036,0.366
Dua Lipa - Blow Your Mind (Mwah),Dua Lipa,Blow Your Mind (Mwah),559685312,94492,2016,Pop,"['dance pop', 'pop', 'uk pop']",dance pop,pop,uk pop,2c7e638a-8bb6-4f16-8145-e47a98ecab11,https://open.spotify.com/track/2eAAEa8pxKF7My0EO4rFgR,GBAHT1600302,0.0188,0.654,0.796,0,2,0.0948,-4.761,0,0.122,108.854,0.491
A Boogie Wit da Hoodie - My Shit,A Boogie Wit da Hoodie,My Shit,558205007,200383,2016,Hip-Hop/Rap,"['melodic rap', 'rap', 'trap']",melodic rap,rap,trap,a9460075-d944-4d5b-a614-909e19ba441b,https://open.spotify.com/track/5uQOauh47VFt3B2kV9kRXw,USAT21602047,0.244,0.812,0.621,0,5,0.099,-8.3,1,0.0515,77.998,0.847
Nick Jonas - Close,Nick Jonas,Close,553182999,71235,2016,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown,1c727cb0-0fb2-4ef5-90fd-af535a69f688,https://open.spotify.com/track/3lSDIJ2abCrOdDJ6pshUap,USUM71602394,0.253,0.654,0.623,0,6,0.144,-5.273,0,0.082,123.996,0.401
Frank Ocean - White Ferrari,Frank Ocean,White Ferrari,553154743,713101,2016,Hip-Hop/Rap,"['lgbtq+ hip hop', 'neo soul']",lgbtq+ hip hop,neo soul,Unknown,f86146b8-1b5f-47e3-a902-6c8441f1bfe5,https://open.spotify.com/track/2LMkwUfqC6S6s6qDVlEuzV,QZ5C81600014,0.77,0.501,0.0958,0,0,0.298,-15.605,1,0.0433,108.741,0.204
MØ - Final Song,MØ,Final Song,551672024,49051,2016,,,,,,1e4e22d6-c430-44c4-a7c0-6775271a87dc,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,GBARL1600463,0.014,0.695,0.672,7.95e-05,1,0.0756,-6.109,0,0.0345,104.988,0.245
BLACKPINK - BOOMBAYAH,BLACKPINK,BOOMBAYAH,546197885,197363,2016,Pop,"['k-pop', 'k-pop girl group', 'pop']",k-pop,k-pop girl group,pop,a7809b36-6696-49da-8851-959566bfc4e0,https://open.spotify.com/track/13MF2TYuyfITClL1R2ei6e,KRA401600169,0.00268,0.661,0.836,0,5,0.497,-3.164,0,0.059,124.952,0.396
Ricky Montgomery - Mr. Loverman,Ricky Montgomery,Mr. Loverman,541966860,573379,2016,Indie/Alternative,"['la indie', 'pop', 'pov: indie']",la indie,pop,pov: indie,1766f61a-0b56-4545-aa3b-084b26e06c70,https://open.spotify.com/track/2IVsRhKrx8hlQBOWy4qebo,USA2P1624702,0.245,0.639,0.526,2.43e-05,0,0.25,-6.697,1,0.0256,130.033,0.488
J Balvin - Ginza,J Balvin,Ginza,541097775,293318,2016,World/Traditional,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",reggaeton,reggaeton colombiano,trap latino,d61f188e-d935-4df7-acfb-da68493fa62c,https://open.spotify.com/track/2C2TGgFzrTRIOdQS1vUN5h,MXUM71501907,0.208,0.73,0.809,0.00134,5,0.0805,-6.406,0,0.0878,101.972,0.825
Rihanna - Kiss It Better,Rihanna,Kiss It Better,538346126,401327,2016,Pop,"['barbadian pop', 'pop', 'urban contemporary']",barbadian pop,pop,urban contemporary,1db44599-03b5-4d4b-8867-1e90bbee99c2,https://open.spotify.com/track/0UHB9METy4VCXNgkcGqHqS,QM5FT1600115,0.272,0.616,0.806,0,3,0.0672,-4.8,0,0.0488,95.028,0.876
Post Malone - Feeling Whitney,Post Malone,Feeling Whitney,530481153,125557,2016,Hip-Hop/Rap,"['dfw rap', 'melodic rap', 'pop', 'rap']",dfw rap,melodic rap,pop,6d039e91-8cc3-46af-8410-d3304538c487,https://open.spotify.com/track/35r28RDot7nPE7y9K9H7l0,USUM71614505,0.787,0.412,0.227,4.69e-06,0,0.282,-12.696,1,0.0359,80.111,0.227
Kane Brown - What Ifs,Kane Brown,What Ifs,525791986,143488,2016,Hip-Hop/Rap,"['black americana', 'contemporary country', 'country', 'country road']",black americana,contemporary country,country,9d85576b-9fb7-4635-ad2c-14b39a94cf9a,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,USRN11600859,0.00898,0.612,0.799,0,10,0.172,-4.603,1,0.0275,125.976,0.687
David Guetta - This One's for You,David Guetta,This One's for You,525609401,126874,2016,Electronic/Dance,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",big room,dance pop,edm,0dcac142-64b1-4e1f-918e-91f877b74751,https://open.spotify.com/track/46NBoIAHrmR7qcUGCIFEjR,GB28K1500141,0.0022,0.367,0.915,5.81e-05,9,0.0905,-3.456,0,0.0488,110.169,0.365
Tory Lanez - Say It,Tory Lanez,Say It,524570831,220847,2016,Hip-Hop/Rap,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",canadian hip hop,canadian trap,melodic rap,b95d4f81-3e8d-4860-abf6-e7189c65a750,https://open.spotify.com/track/2Gyc6e2cLxA5hoX1NOvYnU,USUM71510633,0.0869,0.546,0.529,6.37e-06,11,0.124,-10.511,0,0.0583,107.333,0.248
Reik - Ya Me Enteré,Reik,Ya Me Enteré,520866802,380895,2016,,,,,,d9ebe3f3-8b49-4c08-96d9-68ca270c349f,https://open.spotify.com/track/0lPXFrKyl8HkdQ2E6NmNja,MXF011600015,0.502,0.619,0.452,0,9,0.122,-5.449,1,0.028,131.981,0.174
Piso 21 - Me Llamas,Piso 21,Me Llamas,520317798,68009,2016,Pop,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",colombian pop,latin pop,reggaeton,e18d1bdd-d2d6-4ba5-9413-62313ab8cccb,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,MXF151600405,0.547,0.76,0.838,1.3e-06,7,0.0664,-3.828,0,0.0529,93.05,0.745
Ariana Grande - Everyday,Ariana Grande,Everyday,518576371,247472,2016,Pop,['pop'],pop,Unknown,Unknown,d3b4974c-040c-4b41-852f-20a09dfbaf37,https://open.spotify.com/track/30TmLgK0ja5O8q9l4BShIX,USUM71602110,0.0149,0.637,0.733,0,7,0.162,-4.413,0,0.0563,131.004,0.431
Bad Bunny - Soy Peor,Bad Bunny,Soy Peor,518183664,152195,2016,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino,dbd10eae-716a-4a7b-b47b-c583b37d4735,https://open.spotify.com/track/1JxhrUWZjuI8AOjDJ1JpMN,QZS1Z1649083,0.683,0.808,0.611,0.00638,0,0.114,-3.221,0,0.0663,116.011,0.172
Auli'i Cravalho - How Far I'll Go,Auli'i Cravalho,How Far I'll Go,507698360,280690,2016,,,,,,56e5b401-0354-417f-8405-12b13e7abc41,https://open.spotify.com/track/5WPh0pzmmVg2USYCiRWxBR,USWD11677855,0.649,0.571,0.307,0,1,0.178,-10.958,0,0.0499,83.72,0.108
Mura Masa - Love$ick,Mura Masa,Love$ick,505986637,152647,2016,Indie/Alternative,"['channel islands indie', 'electropop', 'escape room', 'hyperpop', 'indie soul', 'vapor soul']",channel islands indie,electropop,escape room,e2404d32-5147-4168-a20f-724ae87ff40c,https://open.spotify.com/track/3sTN90bIP2cJ1783ctHykO,GBUM71605141,0.147,0.625,0.763,0.0106,8,0.214,-4.997,0,0.129,88.753,0.721
Chance the Rapper - No Problem,Chance the Rapper,No Problem,505938258,54011,2016,Hip-Hop/Rap,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",chicago rap,conscious hip hop,hip hop,0f6d6c72-4591-4b0a-9ea5-a7d14c6a0f5e,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,TCACO1667423,0.156,0.652,0.795,0,11,0.123,-5.192,0,0.174,135.018,0.788
Joy Again - Looking Out for You,Joy Again,Looking Out for You,505046253,355140,2016,Indie/Alternative,['pov: indie'],pov: indie,Unknown,Unknown,0efbf678-8a61-4385-abcd-139962a87f9b,https://open.spotify.com/track/3jfZ9M23l0L7RxzYMTgBTv,GBJET1500070,0.0884,0.682,0.9,0.063,9,0.0685,-5.028,1,0.0874,100.721,0.937
Lil Peep - beamer boy,Lil Peep,beamer boy,502009135,199031,2016,Hip-Hop/Rap,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",cloud rap,emo rap,lgbtq+ hip hop,e3ae8938-a61a-4501-8e1d-6b3c76f5e515,https://open.spotify.com/track/1Rt5f1CktdvBOLX2RfBO6K,UKELY1700032,0.0492,0.743,0.731,1.9e-05,8,0.226,-4.511,1,0.103,123.989,0.337
Meghan Trainor - Me Too,Meghan Trainor,Me Too,497019301,152254,2016,Pop,"['hip pop', 'pop']",hip pop,pop,Unknown,e2642f99-9bc4-4885-8e51-633fbb116957,https://open.spotify.com/track/3KwwE4sgCzMaKWq6QBebmX,USSM11601177,0.0971,0.934,0.694,1.2e-06,11,0.477,-5.849,0,0.101,123.831,0.833
J. Cole - Neighbors,J. Cole,Neighbors,494439744,94145,2016,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",conscious hip hop,hip hop,north carolina hip hop,dd64a506-85bc-4f90-b286-5b4a394d661b,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy,QMJMT1601088,0.319,0.898,0.283,0.000383,6,0.11,-12.335,0,0.356,138.97,0.469
Andy Grammer - Fresh Eyes,Andy Grammer,Fresh Eyes,493877365,118759,2016,Rock,"['neo mellow', 'post-teen pop', 'viral pop']",neo mellow,post-teen pop,viral pop,8a871776-1e9d-4068-b6e1-99d8da5ea723,https://open.spotify.com/track/7gm2omqXDTaT4sS17hSu8T,QMRSZ1600579,0.55,0.827,0.56,3.66e-05,0,0.15,-6.685,1,0.0327,122.056,0.873
Billie Eilish - Six Feet Under,Billie Eilish,Six Feet Under,493691016,148758,2016,Pop,"['art pop', 'pop']",art pop,pop,Unknown,ecf47dee-1486-41a3-ad58-e2200fe87e60,https://open.spotify.com/track/2VlLbhGLVJgdOW7kKdWWFc,TCACP1646299,0.807,0.576,0.307,0.000355,11,0.0792,-12.732,0,0.0428,67.513,0.157
21 Savage - No Heart,21 Savage,No Heart,489615697,97547,2016,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'rap']",atl hip hop,hip hop,rap,7ea19c2e-8c49-4705-baef-d303cc4c8231,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,QZ45A1600040,0.136,0.906,0.444,6.44e-05,4,0.173,-8.692,0,0.384,140.063,0.678
OneRepublic - Wherever I Go,OneRepublic,Wherever I Go,485002482,120225,2016,Pop,"['piano rock', 'pop']",piano rock,pop,Unknown,2c1d746b-d5df-4786-8248-3f2574afd0b9,https://open.spotify.com/track/46jLy47W8rkf8rEX04gMKB,USUM71603851,0.0915,0.552,0.689,0,10,0.27,-6.444,0,0.0425,99.961,0.349
Jennifer Lopez - Ain't Your Mama,Jennifer Lopez,Ain't Your Mama,484918736,85759,2016,Pop,"['dance pop', 'pop', 'urban contemporary']",dance pop,pop,urban contemporary,28d9e22b-8312-41b7-b067-6a427d0b10a3,https://open.spotify.com/track/2hgzdQdnfWwtdpZbhZlV72,USSM11602625,0.0472,0.757,0.678,9.14e-06,8,0.0654,-5.529,0,0.233,120.075,0.82
"Russ - Psycho, Pt. 2",Russ,"Psycho, Pt. 2",484160913,128762,2016,,,,,,e6c995dc-6df9-4e78-8921-8f0fc1748174,https://open.spotify.com/track/26OhjtaTamFocE08t83ml6,TCACT1646486,0.775,0.766,0.548,5.57e-06,10,0.1,-4.29,1,0.235,82.944,0.424
Red Hot Chili Peppers - Dark Necessities,Red Hot Chili Peppers,Dark Necessities,483323218,139973,2016,Rock,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",alternative rock,funk metal,funk rock,0588864d-db35-4742-af56-037df5cac116,https://open.spotify.com/track/2oaK4JLVnmRGIO9ytBE1bt,USWB11600478,0.0722,0.7,0.742,0.0199,5,0.11,-6.777,0,0.0716,91.959,0.197
Jósean Log - Chachachá,Jósean Log,Chachachá,482923270,516046,2016,Indie/Alternative,['mexican indie'],mexican indie,Unknown,Unknown,5608cf10-38fa-4e4a-ba11-d4132fb8b73e,https://open.spotify.com/track/6aommJFM8i3iT4inKuDSXh,QZ5AB1610256,0.791,0.68,0.321,4.67e-06,5,0.125,-10.944,1,0.0376,110.827,0.416
Arcángel - Tu No Vive Asi,Arcángel,Tu No Vive Asi,482348281,300180,2016,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,reggaeton,trap latino,2d561c60-0dce-46f6-ae69-b44fd54cf537,https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0,TCACS1630643,0.54,0.815,0.514,0,6,0.611,-9.446,0,0.361,120.054,0.623
Lil Uzi Vert - Erase Your Social,Lil Uzi Vert,Erase Your Social,482034568,187544,2016,Hip-Hop/Rap,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",hip hop,melodic rap,philly rap,127ee877-b000-4331-b9c4-f694d71fbd8a,https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN,USAT21602379,0.694,0.705,0.609,0,3,0.234,-5.728,1,0.0729,140.058,0.718
The Lumineers - Sleep On The Floor,The Lumineers,Sleep On The Floor,473992645,191416,2016,Pop,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",folk-pop,modern rock,neo mellow,94351354-9a40-488d-8b81-06de25cd6479,https://open.spotify.com/track/4RvW5ggYKC7bCDX4UUSSDc,USDMG1673801,0.249,0.389,0.431,0,7,0.13,-8.061,1,0.0344,142.133,0.275
Khalid - Coaster,Khalid,Coaster,467629936,57096,2016,Pop,"['pop', 'pop r&b']",pop,pop r&b,Unknown,a97919bd-a0c2-4741-9a7e-ff9afdb21795,https://open.spotify.com/track/39KG4kom3enSx4GTThuDGt,USRC11602862,0.935,0.441,0.219,0,8,0.115,-14.586,1,0.0419,94.021,0.244
IAmChino - Ay Mi Dios,IAmChino,Ay Mi Dios,467450024,96054,2016,Electronic/Dance,"['cubaton', 'reggaeton']",cubaton,reggaeton,Unknown,5eefed1f-7418-438d-ae66-de1169c0dfcb,https://open.spotify.com/track/4L4MttVsY1WaxSDzFiQefU,USNPW1600229,0.169,0.761,0.829,0,0,0.189,-3.203,0,0.0682,92.034,0.814
León Larregui - Locos,León Larregui,Locos,466782227,302097,2016,Rock,"['latin alternative', 'latin rock', 'rock en espanol']",latin alternative,latin rock,rock en espanol,5d9b8f30-0ed7-4b94-a673-357765d3ae6f,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q,MXUM71502650,0.072,0.724,0.646,0.000157,10,0.0923,-6.475,1,0.0352,112.019,0.957
