Year,Word,Frequency,Category
2022,new,74,Other
2022,hit,72,Other
2022,head,71,Anatomy
2022,deep,70,Other
2022,little,70,Other
2022,face,68,Anatomy
2022,always,68,Time
2022,ever,68,Time
2022,die,68,Other
2022,turn,68,Action
2022,light,67,Other
2022,fall,67,Other
2022,tonight,66,Party
2022,pull,66,Other
2022,wait,65,Other
2022,wish,65,Emotion
2022,hours,65,Other
2022,damn,64,Profanity
2022,yaka,64,Other
2022,break,63,Other
2022,maybe,62,Other
2022,friends,62,Person
2022,made,62,Action
2022,loved,61,Action
2022,gone,61,Other
2022,shake,61,Other
2022,nothing,60,Action
2022,every,60,Other
2022,somethin,60,Slang
2022,ready,60,Other
2022,world,59,Location
2022,okay,59,Other
2022,best,58,Other
2022,miss,58,Other
2022,really,57,Other
2022,god,57,Other
2022,much,57,Other
2022,alone,56,Other
2022,everything,55,Action
2022,talk,55,Other
2022,pain,55,Emotion
2022,dun,55,Other
2022,wanted,54,Action
2022,left,54,Action
2022,ask,54,Other
2022,ride,54,Other
2022,touch,54,Other
2022,used,54,Action
2022,late,54,Time
2022,find,53,Other
2022,drop,53,Action
2022,thought,53,Other
2023,huh,236,Vocalization
2023,back,190,Other
2023,good,161,Other
2023,night,154,Party
2023,fuck,149,Profanity
2023,still,142,Time
2023,keep,132,Action
2023,bitch,132,Profanity
2023,look,129,Action
2023,eyes,129,Anatomy
2023,give,125,Action
2023,think,125,Other
2023,could,124,Other
2023,shit,119,Profanity
2023,day,115,Time
2023,better,111,Other
2023,life,111,Other
2023,even,109,Other
2023,heart,103,Emotion
2023,thing,96,Action
2023,watch,93,Other
2023,man,93,Person
2023,every,91,Other
2023,niggas,90,Profanity
2023,hands,89,Anatomy
2023,ayy,85,Vocalization
2023,call,84,Other
2023,bout,79,Other
2023,dance,78,Party
2023,ever,78,Time
2023,bad,76,Other
2023,lose,73,Other
2023,would,73,Other
2023,put,73,Action
2023,show,73,Action
2023,mind,72,Emotion
2023,god,72,Other
2023,little,71,Other
2023,stay,71,Action
2023,talk,70,Other
2023,world,69,Location
2023,new,66,Other
2023,always,66,Time
2023,kiss,66,Other
2023,said,65,Action
2023,light,65,Other
2023,hold,64,Action
2023,stop,64,Action
2023,head,64,Anatomy
2023,going,63,Action
2023,away,62,Location
2023,really,62,Other
2023,someone,60,Other
2023,girls,59,Person
2023,everything,59,Action
2023,try,58,Other
2023,wish,58,Emotion
2023,thought,58,Other
2023,long,57,Other
2023,money,57,Wealth
2023,two,56,Other
2023,hit,56,Other
2023,around,55,Location
2023,play,54,Other
2023,gon,54,Slang
2023,place,53,Location
2023,yes,53,Other
2023,start,52,Other
2023,tonight,52,Party
2023,find,52,Other
2023,fall,52,Other
2023,bed,52,Action
2023,break,51,Other
2023,care,51,Other
2023,friends,51,Person
2023,lost,51,Other
2023,pretty,51,Other
2023,name,50,Other
2023,crazy,50,Other
2023,face,50,Anatomy
2023,mine,50,Other
2023,ass,50,Profanity
2023,whole,48,Other
2023,feeling,48,Emotion
2023,woah,48,Vocalization
2023,alone,48,Other
2023,tryna,48,Slang
2023,next,47,Other
2023,real,47,Other
2023,big,47,Other
2023,hurt,47,Emotion
2023,ride,47,Other
2023,hope,47,Emotion
2023,maybe,47,Other
2023,leave,46,Action
2023,body,46,Anatomy
2023,end,46,Other
2023,well,46,Other
2023,made,46,Action
2023,high,45,Other
2024,back,245,Other
2024,fuck,230,Profanity
2024,nigga,216,Profanity
2024,bitch,208,Profanity
2024,could,185,Other
2024,night,177,Party
2024,look,177,Action
2024,shit,172,Profanity
2024,think,169,Other
2024,huh,166,Vocalization
2024,life,161,Other
2024,bout,140,Other
2024,keep,139,Action
2024,said,137,Action
2024,good,129,Other
2024,give,119,Action
2024,ayy,114,Vocalization
2024,day,107,Time
2024,wait,107,Other
2024,mine,102,Other
2024,hold,101,Action
2024,put,97,Action
2024,eyes,96,Anatomy
2024,every,95,Other
2024,dance,95,Party
2024,ever,91,Time
2024,mind,91,Emotion
2024,face,91,Anatomy
2024,really,90,Other
2024,still,90,Time
2024,little,90,Other
2024,touch,88,Other
2024,hit,87,Other
2024,heart,87,Emotion
2024,feeling,86,Emotion
2024,turn,86,Action
2024,okay,86,Other
2024,better,83,Other
2024,type,83,Other
2024,try,80,Other
2024,crazy,80,Other
2024,show,80,Action
2024,light,79,Other
2024,even,79,Other
2024,gon,79,Slang
2024,leave,79,Action
2024,guess,78,Other
2024,call,78,Other
2024,run,77,Action
2024,would,77,Other
2024,bumpin,77,Action
2024,much,76,Other
2024,things,75,Other
2024,friend,75,Person
2024,made,74,Action
2024,body,74,Anatomy
2024,two,73,Other
2024,lies,73,Other
2024,girls,73,Person
2024,told,72,Action
2024,taste,72,Other
2024,woo,71,Other
2024,pretty,71,Other
2024,breathe,71,Other
2024,world,70,Location
2024,might,70,Other
2024,god,70,Other
2024,talkin,70,Action
2024,gettin,70,Action
2024,star,69,Other
2024,bad,68,Other
2024,away,68,Location
2024,high,68,Other
2024,stop,67,Action
2024,round,67,Other
2024,stay,67,Action
2024,always,65,Time
2024,party,65,Party
2024,new,65,Other
2024,talk,64,Other
2024,sticky,64,Other
2024,bye,64,Other
2024,man,63,Person
2024,nothin,63,Slang
2024,hate,62,Other
2024,sweet,62,Other
2024,long,62,Other
2024,well,61,Other
2024,아파트,61,Other
2024,end,60,Other
2024,die,60,Other
2024,mean,60,Other
2024,move,60,Action
2024,left,60,Action
2024,hands,60,Anatomy
2024,break,59,Other
2024,around,59,Location
2024,jump,59,Other
2024,nasty,59,Other
2024,please,58,Other
2025,back,257,Other
2025,bad,167,Other
2025,night,166,Party
2025,keep,163,Action
2025,could,145,Other
2025,fuck,144,Profanity
2025,look,142,Action
2025,life,136,Other
2025,lights,130,Other
2025,run,125,Action
2025,tonight,123,Party
2025,still,122,Time
2025,man,122,Person
2025,really,119,Other
2025,show,117,Action
2025,done,115,Other
2025,eyes,114,Anatomy
2025,would,114,Other
2025,good,111,Other
2025,better,111,Other
2025,call,110,Other
2025,leave,109,Action
2025,think,109,Other
2025,away,108,Location
2025,feeling,106,Emotion
2025,new,104,Other
2025,friends,99,Person
2025,put,96,Action
2025,said,96,Action
2025,huh,95,Vocalization
2025,hit,94,Other
2025,talk,94,Other
2025,turn,93,Action
2025,every,93,Other
2025,heart,92,Emotion
2025,lie,90,Other
2025,give,90,Action
2025,bitch,90,Profanity
2025,dance,89,Party
2025,bout,88,Other
2025,left,87,Action
2025,shit,86,Profanity
2025,two,84,Other
2025,always,83,Time
2025,dead,82,Other
2025,ladies,81,Person
2025,day,79,Time
2025,long,77,Other
2025,around,76,Location
2025,little,75,Other
2025,world,74,Location
2025,mind,71,Emotion
2025,thought,70,Other
2025,lookin,70,Action
2025,face,69,Anatomy
2025,things,68,Other
2025,alone,68,Other
2025,try,68,Other
2025,jennie,68,Other
2025,gettin,68,Action
2025,end,67,Other
2025,play,66,Other
2025,god,64,Other
2025,hands,63,Anatomy
2025,fall,61,Other
2025,eat,61,Other
2025,cry,61,Emotion
2025,might,59,Other
2025,mine,58,Other
2025,song,58,Other
2025,somethin,55,Slang
2025,ayy,55,Vocalization
2025,much,55,Other
2025,real,55,Other
2025,head,55,Anatomy
2025,find,54,Other
2025,stay,54,Action
2025,well,54,Other
2025,til,53,Other
2025,everything,53,Action
2025,last,52,Time
2025,sound,52,Other
2025,live,52,Other
2025,made,52,Action
2025,okay,52,Other
2025,hear,52,Other
2025,ever,52,Time
2025,kiss,51,Other
2025,wrong,51,Other
2025,woo,49,Other
2025,beautiful,48,Other
2025,start,48,Other
2025,hold,48,Action
2025,another,47,Other
2025,hope,47,Emotion
2025,getting,47,Action
2025,body,47,Anatomy
2025,tryna,47,Slang
2025,gnarly,47,Other
2025,close,46,Other
